item_proposed	item_desired	date_proposed	date_reviewed	accepted
5291	626	2022-04-26	2022-05-03	1
5291	4508	2022-04-19	2022-04-26	0
5295	4146	2022-05-13	2022-05-18	1
5299	1659	2022-04-29	2022-05-18	0
5301	4768	2022-04-28	2022-05-04	1
5303	2355	2022-04-29		
5304	5421	2022-04-25	2022-04-26	1
5305	6990	2022-04-18	2022-05-05	1
5307	2089	2022-06-08		
5310	2247	2022-05-12		
5311	2941	2022-04-19	2022-05-11	1
5315	690	2022-04-25	2022-05-23	1
5316	6976	2022-04-15	2022-05-10	1
5317	6327	2022-04-27	2022-05-10	1
5320	5099	2022-04-28	2022-05-12	0
5320	5332	2022-04-18	2022-04-20	0
5321	4780	2022-04-15	2022-05-10	1
5323	3078	2022-05-12	2022-06-14	1
5324	1473	2022-04-22	2022-05-03	1
5326	2626	2022-04-15	2022-04-26	1
5327	4094	2022-04-27		
5329	900	2022-06-13		
5332	102	2022-04-26	2022-06-03	1
5336	1610	2022-04-22	2022-04-26	1
5338	43	2022-05-18	2022-05-19	1
5339	5485	2022-04-15	2022-05-09	1
5341	2168	2022-04-18	2022-06-06	1
5342	1368	2022-06-08		
5343	5256	2022-04-26	2022-04-29	1
5346	3489	2022-04-15	2022-04-21	0
5359	6549	2022-04-27		
5360	2025	2022-05-12	2022-05-18	0
5362	5138	2022-05-20		
5367	6919	2022-06-07		
5369	5995	2022-04-15		
5371	3544	2022-04-22	2022-06-01	0
5372	2519	2022-06-14		
5374	4935	2022-04-22	2022-05-06	0
5375	4885	2022-05-26		
5376	1907	2022-04-27	2022-05-25	0
5379	816	2022-04-18	2022-04-26	1
5380	3466	2022-04-29		
5381	1856	2022-05-20		
5381	2559	2022-04-15	2022-05-11	0
5383	5005	2022-04-27	2022-04-29	0
5384	3858	2022-04-19	2022-04-25	1
5387	3003	2022-04-15	2022-04-28	1
5389	4194	2022-05-18		
5389	5441	2022-04-18	2022-05-05	0
5390	680	2022-05-04	2022-05-09	0
5394	6005	2022-04-19		
5395	2723	2022-05-02	2022-05-05	1
5396	192	2022-04-27	2022-05-19	1
5398	5433	2022-04-15		
5409	2378	2022-04-29	2022-05-10	1
5411	6824	2022-04-25	2022-06-01	1
5412	3928	2022-04-15		
5414	1515	2022-04-21	2022-06-01	1
5415	5109	2022-04-18	2022-05-03	1
5420	5503	2022-06-03		
5425	3203	2022-06-13		
5426	7373	2022-04-18	2022-04-27	0
5431	7058	2022-04-18	2022-04-19	0
5436	2044	2022-04-21	2022-06-14	1
5437	1253	2022-05-02		
5440	3433	2022-05-05		
5442	5221	2022-04-21	2022-05-16	0
5444	341	2022-04-28		
5447	4384	2022-04-21	2022-04-28	0
5451	7041	2022-05-03		
5456	973	2022-04-26	2022-05-23	1
5457	3559	2022-05-20		
5459	5422	2022-04-15	2022-05-09	0
5467	30	2022-04-18		
5470	4713	2022-05-25		
5471	3268	2022-04-19	2022-04-22	0
5478	97	2022-06-02		
5479	2219	2022-05-10	2022-06-08	1
5480	3738	2022-05-02	2022-05-25	0
5481	1028	2022-05-27		
5483	1855	2022-04-15	2022-05-06	1
5487	4407	2022-05-20	2022-06-03	0
5489	2589	2022-05-05	2022-05-12	1
5490	1337	2022-04-15	2022-05-02	1
5492	15	2022-04-27	2022-05-16	1
5493	694	2022-04-19	2022-05-23	1
5497	1506	2022-05-04	2022-06-09	1
5498	6103	2022-05-10	2022-05-23	1
5502	748	2022-04-20	2022-04-21	0
5502	4319	2022-05-26	2022-06-07	0
5506	3394	2022-06-06		
5507	518	2022-05-03	2022-06-08	1
5509	5215	2022-04-21	2022-04-22	1
5511	438	2022-05-27		
5512	2662	2022-04-19	2022-05-06	0
5518	1274	2022-05-25		
5518	4504	2022-05-13	2022-05-19	0
5519	3045	2022-05-10	2022-05-12	1
5520	5118	2022-04-26	2022-05-20	1
5522	4353	2022-04-19	2022-04-21	1
5524	1633	2022-04-25	2022-05-04	1
5525	1439	2022-05-10	2022-05-19	1
5525	3941	2022-04-18	2022-04-25	0
5527	4075	2022-05-09		
5528	5722	2022-04-21	2022-05-12	0
5531	6883	2022-04-15	2022-06-03	1
5535	2625	2022-05-19		
5536	1333	2022-04-21		
5538	985	2022-05-16	2022-05-17	0
5539	6850	2022-04-21		
5540	1274	2022-05-18	2022-05-24	0
5541	2016	2022-05-12	2022-06-03	1
5542	828	2022-06-01	2022-06-09	1
5546	5370	2022-04-18	2022-05-04	0
5548	3260	2022-04-15	2022-04-18	1
5549	3726	2022-04-21	2022-04-29	1
5550	207	2022-05-26	2022-06-01	1
5550	3400	2022-04-20	2022-05-02	0
5553	6995	2022-04-15	2022-06-14	1
5556	5034	2022-04-20	2022-05-19	1
5564	871	2022-05-26	2022-06-02	1
5568	36	2022-04-20	2022-04-22	1
5569	1241	2022-04-22		
5570	4371	2022-05-03		
5571	6466	2022-04-18	2022-05-31	1
5573	5901	2022-04-26	2022-06-03	1
5579	7121	2022-04-19	2022-04-28	0
5579	7353	2022-05-19	2022-05-31	1
5583	262	2022-06-10		
5584	5064	2022-04-22	2022-05-03	0
5585	2960	2022-05-09		
5587	3196	2022-04-26	2022-04-27	1
5588	1329	2022-04-15	2022-06-06	0
5589	3322	2022-04-20	2022-04-29	1
5590	7025	2022-05-26		
5592	5566	2022-04-19	2022-04-25	0
5592	5650	2022-05-18	2022-05-25	0
5594	95	2022-05-04	2022-06-03	0
5599	2172	2022-04-27	2022-05-03	0
5600	3675	2022-04-19	2022-05-09	1
5603	2852	2022-04-22	2022-05-10	1
5605	5423	2022-04-20	2022-04-22	1
5608	2736	2022-04-15	2022-04-25	1
5611	2306	2022-05-04	2022-05-13	0
5612	3530	2022-04-21	2022-04-26	1
5613	188	2022-05-24		
5613	759	2022-05-05	2022-05-09	0
5614	855	2022-06-10		
5614	4681	2022-04-26	2022-06-03	0
5616	1605	2022-04-18	2022-04-22	1
5617	5691	2022-04-19	2022-04-25	1
5620	7245	2022-06-09		
5624	1263	2022-04-15	2022-05-02	1
5625	1225	2022-05-24		
5626	5895	2022-05-13		
5627	1104	2022-06-10		
5628	5532	2022-05-23		
5629	6860	2022-04-15	2022-05-12	1
5630	5778	2022-06-07		
5632	4861	2022-04-21	2022-05-13	1
5635	819	2022-05-30		
5637	5928	2022-06-08	2022-06-13	1
5639	4550	2022-05-02	2022-05-10	1
5643	3310	2022-04-15	2022-06-10	1
5650	5993	2022-05-31		
5652	2939	2022-04-27		
5654	395	2022-04-15	2022-04-29	1
5655	837	2022-04-20	2022-05-06	0
5655	2853	2022-05-26		
5656	1787	2022-04-28	2022-05-19	0
5657	2170	2022-05-23	2022-06-02	0
5658	2385	2022-04-28	2022-04-29	0
5658	3892	2022-04-29	2022-05-16	1
5659	1865	2022-04-18	2022-04-22	1
5660	1015	2022-04-19		
5663	2863	2022-04-21	2022-05-02	0
5665	3342	2022-05-10	2022-05-16	1
5666	1522	2022-05-19	2022-05-24	1
5667	7276	2022-04-20	2022-05-12	1
5668	962	2022-05-17	2022-05-18	0
5672	4396	2022-05-16	2022-06-06	1
5673	3411	2022-04-25		
5674	260	2022-05-09	2022-06-01	1
5674	1277	2022-04-22	2022-05-03	0
5677	2594	2022-06-08		
5677	6425	2022-05-04	2022-05-26	0
5678	2336	2022-05-27	2022-05-30	0
5678	6016	2022-04-19	2022-04-27	0
5681	4596	2022-04-18	2022-05-19	1
5683	1088	2022-04-28	2022-05-02	0
5684	1320	2022-04-15	2022-04-21	1
5685	2494	2022-04-15	2022-05-10	1
5692	5427	2022-04-18	2022-04-29	1
5698	1463	2022-05-17	2022-06-14	1
5699	5331	2022-04-20	2022-05-04	0
5701	2039	2022-04-15	2022-04-21	1
5702	2671	2022-04-18	2022-04-22	1
5703	3759	2022-05-12	2022-05-24	1
5705	5759	2022-04-15	2022-04-19	1
5706	6674	2022-05-18		
5709	1718	2022-04-19	2022-05-13	1
5711	5477	2022-04-21	2022-04-28	1
5712	5223	2022-05-06	2022-06-02	0
5713	583	2022-04-15	2022-05-23	1
5714	1583	2022-04-21	2022-05-13	1
5717	7335	2022-05-03		
5719	2865	2022-05-10		
5720	5978	2022-05-18	2022-05-19	1
5721	5149	2022-04-28	2022-05-25	1
5723	5070	2022-05-05		
5724	538	2022-04-28	2022-05-18	1
5730	2885	2022-05-12		
5731	4613	2022-05-19	2022-06-13	1
5732	1885	2022-04-27		
5733	575	2022-04-22	2022-05-02	1
5734	6242	2022-04-15		
5735	3572	2022-04-19		
5737	2660	2022-04-25	2022-06-14	0
5743	1061	2022-04-15	2022-04-21	1
5746	2992	2022-04-22	2022-04-27	1
5747	2837	2022-04-27	2022-05-05	1
5749	5163	2022-04-19		
5755	5320	2022-05-30	2022-06-03	1
5757	6430	2022-04-15	2022-04-25	0
5758	3868	2022-04-26		
5760	1081	2022-05-20		
5761	2277	2022-04-28	2022-05-10	1
5762	2041	2022-05-02		
5764	4165	2022-04-19	2022-04-26	1
5765	375	2022-04-15	2022-04-18	1
5767	2573	2022-05-26	2022-05-30	1
5767	6645	2022-04-15	2022-05-04	0
5771	4369	2022-04-18	2022-06-10	0
5773	6825	2022-04-25		
5779	1886	2022-04-28	2022-05-12	0
5781	248	2022-04-18	2022-05-30	1
5783	1425	2022-05-27	2022-06-08	1
5784	2995	2022-05-10	2022-06-14	0
5785	912	2022-05-03	2022-05-12	1
5790	3145	2022-05-02		
5794	6881	2022-05-06	2022-06-09	1
5796	620	2022-04-15	2022-04-21	1
5797	6816	2022-05-05		
5799	4525	2022-04-29	2022-05-11	1
5800	757	2022-04-19		
5801	2661	2022-04-18	2022-06-07	1
5806	6348	2022-04-29	2022-05-11	1
5808	931	2022-04-26	2022-05-05	1
5809	6502	2022-06-08		
5811	4937	2022-04-19	2022-06-09	1
5817	2942	2022-05-16		
5820	5774	2022-04-21	2022-05-19	1
5822	6463	2022-04-27	2022-05-03	0
5823	1033	2022-05-30		
5824	6407	2022-04-28	2022-05-04	1
5827	4348	2022-05-20		
5829	1099	2022-05-18		
5830	24	2022-05-25		
5832	4557	2022-04-19	2022-04-29	0
5833	6054	2022-04-29	2022-05-13	1
5836	4948	2022-04-19		
5837	6379	2022-04-15	2022-05-06	0
5837	7279	2022-05-09	2022-06-09	1
5839	4395	2022-04-15	2022-05-26	0
5841	2259	2022-06-01	2022-06-08	0
5842	4998	2022-05-17		
5843	323	2022-04-18	2022-04-25	0
5843	1272	2022-05-23		
5844	6094	2022-04-28	2022-05-17	1
5846	6224	2022-06-03		
5848	1115	2022-06-09		
5850	5686	2022-04-15	2022-04-21	1
5854	6658	2022-05-26		
5855	2430	2022-04-21	2022-05-04	1
5857	3485	2022-05-17	2022-06-02	0
5858	3432	2022-04-20	2022-05-05	0
5858	5447	2022-05-23		
5860	6591	2022-04-25	2022-05-26	1
5861	2417	2022-05-24	2022-06-03	1
5861	5130	2022-04-15	2022-04-19	0
5862	6237	2022-04-18		
5863	2310	2022-06-09		
5864	5922	2022-05-17	2022-05-24	1
5866	1488	2022-04-20	2022-05-05	1
5868	232	2022-05-20		
5869	4632	2022-05-11	2022-05-20	1
5870	3209	2022-04-20	2022-05-18	1
5871	5876	2022-05-12	2022-06-09	1
5877	5710	2022-04-25	2022-06-14	1
5878	4106	2022-06-08		
5879	7086	2022-06-10		
5881	4661	2022-05-24	2022-06-10	1
5885	4858	2022-04-15	2022-05-27	0
5886	6679	2022-05-03	2022-05-26	0
5887	2657	2022-04-19		
5891	2256	2022-04-19	2022-05-17	0
5893	4358	2022-04-29		
5894	1423	2022-06-03	2022-06-08	0
5896	2562	2022-04-18	2022-06-02	1
5897	6453	2022-04-15	2022-04-20	1
5900	3898	2022-04-29	2022-05-12	1
5902	1104	2022-05-09	2022-05-31	0
5906	3830	2022-05-10	2022-06-09	1
5909	7165	2022-04-18	2022-05-30	1
5910	324	2022-05-03	2022-05-06	1
5912	637	2022-05-10	2022-06-01	1
5913	2207	2022-04-19	2022-04-22	1
5914	1815	2022-04-29		
5915	4003	2022-04-18	2022-04-25	1
5917	4105	2022-05-05	2022-05-16	1
5921	3418	2022-04-19	2022-04-27	0
5930	2084	2022-04-22		
5931	1511	2022-04-26	2022-04-28	0
5931	2330	2022-05-30		
5938	5699	2022-05-16	2022-06-09	0
5940	3327	2022-04-18	2022-05-06	1
5941	2916	2022-05-04	2022-06-01	1
5944	3875	2022-04-29	2022-05-06	1
5945	4164	2022-04-15	2022-05-03	1
5946	4781	2022-04-19	2022-05-02	0
5946	5430	2022-06-10		
5948	244	2022-05-26		
5950	5494	2022-05-03	2022-06-02	0
5952	3493	2022-04-20	2022-04-26	0
5953	638	2022-04-27	2022-06-06	0
5954	3178	2022-05-16	2022-05-23	1
5955	289	2022-06-08		
5956	1300	2022-04-22		
5957	6452	2022-04-15	2022-04-21	0
5962	2957	2022-04-27	2022-05-16	1
5963	6335	2022-05-04	2022-05-17	1
5964	4714	2022-04-15	2022-04-18	0
5965	5975	2022-04-18	2022-05-12	1
5968	5551	2022-06-08		
5969	6900	2022-05-30	2022-05-31	0
5970	5445	2022-05-17	2022-06-06	0
5972	4007	2022-04-18	2022-05-27	1
5978	5472	2022-04-22	2022-05-10	0
5982	4547	2022-06-09		
5982	4728	2022-05-03	2022-06-03	0
5986	1226	2022-04-18	2022-05-09	1
5988	5996	2022-04-15	2022-06-07	0
5989	6843	2022-04-28	2022-04-29	1
5996	294	2022-06-07	2022-06-13	1
5997	5263	2022-05-25		
5997	6849	2022-04-20	2022-05-11	0
6001	1801	2022-04-21	2022-05-26	1
6002	6115	2022-04-15	2022-04-28	1
6003	7105	2022-04-28	2022-05-13	1
6004	7379	2022-04-22	2022-05-09	1
6007	2779	2022-04-18	2022-04-19	0
6010	3740	2022-06-06		
6011	84	2022-04-21	2022-04-26	1
6012	843	2022-04-27		
6013	185	2022-04-19	2022-04-29	1
6018	1703	2022-04-19	2022-04-26	0
6019	5192	2022-04-29		
6021	6388	2022-04-15	2022-05-05	1
6023	4216	2022-04-20	2022-04-26	1
6024	5880	2022-04-15	2022-05-10	0
6027	6507	2022-05-06	2022-05-23	1
6030	357	2022-05-06	2022-05-26	0
6030	1066	2022-05-27		
6037	5636	2022-05-13	2022-06-06	1
6038	5350	2022-04-20	2022-05-26	1
6039	6868	2022-04-15	2022-05-03	0
6042	6872	2022-05-12		
6046	6606	2022-04-15	2022-04-19	1
6047	6417	2022-04-20	2022-06-09	1
6050	987	2022-04-19	2022-05-13	0
6050	2393	2022-05-13		
6056	2570	2022-04-15	2022-04-18	0
6058	5465	2022-06-08		
6062	6020	2022-05-12	2022-05-13	1
6063	44	2022-05-05		
6064	4532	2022-05-12	2022-05-20	0
6064	5984	2022-05-23		
6065	6524	2022-04-22	2022-06-03	1
6066	4022	2022-04-19	2022-05-11	0
6067	6127	2022-05-02	2022-05-26	0
6068	4801	2022-04-19	2022-04-26	1
6069	1145	2022-04-15	2022-04-18	1
6070	4535	2022-06-01		
6072	3355	2022-04-25	2022-04-27	0
6074	555	2022-04-15	2022-05-26	1
6076	6511	2022-05-06		
6078	1727	2022-04-19		
6079	3175	2022-04-25		
6080	840	2022-05-10	2022-05-20	1
6081	5276	2022-04-18	2022-04-19	1
6083	740	2022-04-21	2022-05-12	0
6086	6779	2022-05-25	2022-05-26	1
6087	1205	2022-04-18	2022-06-14	0
6089	7088	2022-05-30		
6091	2423	2022-04-22		
6093	5562	2022-04-21	2022-04-29	0
6094	7354	2022-04-20	2022-04-28	0
6096	4731	2022-04-15		
6097	2752	2022-06-08		
6106	1039	2022-04-18	2022-05-20	0
6107	4967	2022-05-02	2022-05-30	0
6108	5514	2022-06-03		
6109	4700	2022-05-25	2022-05-30	1
6110	577	2022-05-18		
6110	4238	2022-04-18	2022-04-28	0
6111	6210	2022-04-15	2022-05-04	1
6112	1405	2022-04-19	2022-04-28	1
6114	5582	2022-06-13		
6114	5861	2022-05-13	2022-05-19	0
6117	3451	2022-04-26	2022-06-06	0
6121	4750	2022-04-19	2022-06-06	1
6122	3952	2022-04-18		
6124	1176	2022-05-13	2022-05-24	0
6125	2052	2022-05-04		
6132	4703	2022-04-15	2022-05-11	1
6134	7051	2022-04-27		
6135	7043	2022-04-20	2022-05-20	1
6136	208	2022-04-18	2022-05-12	1
6137	1281	2022-04-25	2022-05-16	0
6138	2437	2022-04-20	2022-04-22	1
6139	423	2022-04-15	2022-06-14	0
6143	7108	2022-05-10	2022-05-26	1
6144	6113	2022-05-12	2022-05-13	1
6147	834	2022-04-18	2022-04-26	0
6147	1803	2022-05-19		
6148	6706	2022-05-20		
6149	3020	2022-04-25	2022-05-20	1
6153	724	2022-04-25		
6153	5786	2022-04-18	2022-04-25	0
6154	155	2022-04-15	2022-05-09	1
6159	4529	2022-04-19	2022-06-01	1
6160	2564	2022-04-21	2022-06-03	1
6162	3789	2022-04-27	2022-05-17	1
6164	5159	2022-04-26	2022-04-29	1
6166	6756	2022-05-24	2022-06-03	1
6167	6401	2022-05-04	2022-05-10	1
6168	7056	2022-04-18	2022-04-26	1
6170	542	2022-04-19	2022-04-20	0
6171	1514	2022-04-15	2022-05-17	1
6174	5958	2022-04-19	2022-05-31	1
6175	1407	2022-04-25	2022-05-02	0
6176	2481	2022-05-03	2022-05-23	1
6178	5112	2022-06-13		
6179	360	2022-05-18	2022-05-23	1
6180	6582	2022-04-18	2022-04-26	1
6181	5131	2022-04-15	2022-05-18	0
6182	4277	2022-04-22		
6184	220	2022-05-20	2022-05-27	1
6184	1289	2022-04-28	2022-05-06	0
6186	5745	2022-05-03	2022-05-19	1
6188	5107	2022-06-13		
6188	5534	2022-04-15	2022-05-27	0
6189	1689	2022-04-22	2022-05-03	0
6193	573	2022-05-09	2022-05-25	1
6193	5399	2022-04-25	2022-05-06	0
6194	4578	2022-05-26		
6194	5030	2022-04-19	2022-04-20	0
6195	5010	2022-05-02		
6197	4966	2022-04-18	2022-04-26	1
6199	4350	2022-05-30	2022-05-31	0
6199	7407	2022-06-13		
6201	283	2022-05-05	2022-05-20	1
6202	3960	2022-04-18	2022-04-29	1
6203	4045	2022-05-19	2022-05-31	1
6204	3951	2022-05-09		
6204	4359	2022-04-26	2022-05-06	0
6205	6838	2022-04-20	2022-04-22	1
6206	2483	2022-04-15	2022-05-09	1
6207	6473	2022-04-18		
6208	6957	2022-05-18		
6209	1072	2022-04-19	2022-06-02	1
6213	3126	2022-04-22	2022-04-28	1
6216	4497	2022-04-21	2022-05-05	1
6218	5425	2022-04-15	2022-04-28	0
6218	7096	2022-05-09		
6219	3654	2022-04-18	2022-05-24	1
6223	1470	2022-05-17	2022-06-09	0
6226	2076	2022-06-10	2022-06-14	1
6226	5920	2022-05-05	2022-05-12	0
6229	2750	2022-05-13	2022-06-13	1
6233	2698	2022-06-03		
6235	586	2022-05-05		
6236	3880	2022-04-15	2022-04-20	1
6239	4327	2022-04-29	2022-05-06	1
6241	3044	2022-04-18	2022-04-29	0
6243	4084	2022-05-16	2022-06-03	1
6244	6567	2022-04-19		
6245	1096	2022-04-18	2022-04-29	0
6245	4711	2022-05-02	2022-05-12	1
6246	4746	2022-04-20	2022-05-31	1
6247	4945	2022-04-27	2022-05-16	1
6248	5793	2022-04-18	2022-05-12	1
6251	681	2022-05-24		
6253	1366	2022-06-13		
6255	7273	2022-05-04	2022-05-17	1
6257	5816	2022-05-19		
6258	352	2022-05-02	2022-05-12	1
6261	2482	2022-05-03	2022-05-16	1
6263	2431	2022-04-15	2022-05-03	0
6263	5748	2022-05-12	2022-05-25	1
6265	7164	2022-06-02		
6266	59	2022-04-22	2022-05-05	1
6267	1086	2022-04-18	2022-05-17	1
6269	5763	2022-04-15	2022-04-19	1
6270	1461	2022-05-04	2022-06-14	1
6273	5011	2022-05-09	2022-06-01	1
6274	6234	2022-05-06	2022-05-12	1
6275	919	2022-05-04		
6278	1401	2022-05-03	2022-05-11	1
6279	4441	2022-04-18	2022-04-20	0
6280	4321	2022-04-20	2022-06-09	0
6283	6395	2022-04-22	2022-05-10	0
6284	2442	2022-04-19	2022-06-07	1
6285	6602	2022-04-18	2022-04-20	1
6286	1002	2022-04-28		
6287	4118	2022-04-25	2022-05-09	0
6288	4147	2022-05-17	2022-05-23	1
6290	2576	2022-04-20	2022-06-10	1
6291	1939	2022-04-18	2022-05-13	1
6292	1601	2022-05-02	2022-05-05	1
6293	6937	2022-04-15	2022-04-21	0
6294	3992	2022-04-15	2022-05-06	1
6295	2593	2022-04-18	2022-05-27	1
6296	5650	2022-04-22	2022-04-27	0
6298	2733	2022-04-15	2022-05-30	0
6299	2379	2022-05-09		
6300	3253	2022-04-25	2022-06-07	1
6301	7364	2022-05-02	2022-05-18	1
6302	5889	2022-04-27	2022-05-18	1
6303	1777	2022-05-11	2022-06-07	0
6308	29	2022-05-04	2022-05-30	1
6309	4192	2022-04-29	2022-05-30	0
6310	1972	2022-04-20	2022-06-09	1
6312	4871	2022-05-26		
6316	2347	2022-04-25	2022-05-26	1
6319	1172	2022-04-21		
6323	1508	2022-05-06	2022-05-10	0
6323	1511	2022-04-18	2022-04-22	0
6323	3439	2022-05-16	2022-05-30	0
6325	3495	2022-04-26	2022-05-02	1
6325	5829	2022-04-15	2022-04-26	0
6326	4310	2022-04-20	2022-04-21	1
6331	905	2022-05-26		
6332	7222	2022-04-18	2022-04-19	1
6334	7386	2022-04-20	2022-05-25	1
6336	3808	2022-04-29	2022-05-18	1
6337	5584	2022-05-20		
6338	4505	2022-04-20	2022-05-31	1
6339	5854	2022-04-18	2022-05-24	0
6340	6056	2022-04-22	2022-04-29	0
6341	1999	2022-04-21	2022-05-02	0
6341	5441	2022-05-12		
6342	4342	2022-05-27	2022-06-13	1
6343	1234	2022-04-28	2022-05-02	0
6349	2788	2022-05-04		
6350	5285	2022-04-21	2022-06-02	1
6352	1339	2022-05-09	2022-05-25	1
6356	4782	2022-04-18	2022-06-13	1
6358	240	2022-04-28	2022-05-20	1
6358	6045	2022-04-20	2022-04-25	0
6360	1511	2022-05-20		
6363	3055	2022-04-19	2022-06-07	1
6364	4449	2022-04-15	2022-04-26	1
6369	1723	2022-05-16	2022-05-19	1
6369	5834	2022-04-15	2022-04-25	0
6371	4890	2022-05-04	2022-05-09	1
6372	1504	2022-04-18	2022-04-21	1
6374	2754	2022-04-15	2022-05-13	1
6375	1269	2022-04-19	2022-06-03	0
6377	1769	2022-05-16	2022-05-20	0
6381	7046	2022-04-15	2022-04-22	1
6382	118	2022-05-04	2022-06-09	1
6383	857	2022-04-21	2022-05-19	1
6384	5890	2022-05-18		
6387	1213	2022-04-15		
6389	6518	2022-05-23	2022-05-24	1
6390	4035	2022-06-07		
6390	6805	2022-05-09	2022-05-10	0
6391	5042	2022-04-15	2022-05-03	1
6392	691	2022-04-21	2022-05-05	1
6393	3507	2022-04-18	2022-05-09	1
6404	5228	2022-04-15	2022-05-16	0
6406	5778	2022-05-02	2022-05-04	0
6407	3216	2022-04-15	2022-04-25	0
6408	5819	2022-04-22	2022-06-09	0
6409	2320	2022-04-19	2022-05-11	1
6410	6029	2022-04-21		
6411	2925	2022-04-19	2022-04-21	0
6411	7343	2022-05-26		
6413	5840	2022-04-15		
6414	1065	2022-05-25	2022-05-27	1
6416	1466	2022-05-12		
6420	3125	2022-04-15	2022-04-25	1
6421	1721	2022-04-19	2022-06-10	0
6422	7345	2022-06-13		
6427	6677	2022-04-21	2022-05-06	0
6428	408	2022-05-06	2022-05-17	0
6429	3939	2022-04-22	2022-04-27	0
6435	4276	2022-04-19	2022-04-26	0
6438	6719	2022-04-18	2022-06-03	1
6442	4244	2022-06-02		
6443	3447	2022-05-03		
6444	3129	2022-05-13		
6446	7053	2022-04-21	2022-05-17	1
6447	2977	2022-04-18	2022-05-19	0
6450	2758	2022-04-19	2022-05-17	1
6451	7036	2022-04-15	2022-05-13	0
6454	7418	2022-05-18	2022-05-26	1
6455	6526	2022-06-10		
6456	2953	2022-04-25	2022-05-16	1
6458	4018	2022-05-03	2022-05-09	1
6459	1267	2022-06-07	2022-06-10	1
6462	2595	2022-04-18		
6463	284	2022-06-14		
6463	7345	2022-05-24	2022-06-09	0
6467	4569	2022-04-18	2022-05-02	1
6468	6777	2022-04-15	2022-05-06	1
6470	6141	2022-06-14		
6474	4202	2022-06-06		
6476	2558	2022-04-28		
6478	1867	2022-04-20	2022-05-04	1
6479	3051	2022-05-23		
6481	4306	2022-04-18	2022-04-27	1
6482	5071	2022-05-12		
6485	2542	2022-05-05	2022-05-13	0
6485	4634	2022-05-25		
6485	5248	2022-04-18	2022-05-05	0
6486	5271	2022-06-10		
6488	4178	2022-04-15	2022-04-29	1
6489	3629	2022-04-19		
6491	6999	2022-04-29	2022-06-09	0
6497	6085	2022-04-22	2022-05-04	1
6498	2630	2022-05-27		
6500	3826	2022-04-21	2022-05-23	1
6505	5230	2022-05-30	2022-06-03	1
6506	6471	2022-04-20	2022-05-20	1
6508	3535	2022-04-25	2022-05-10	1
6512	7420	2022-05-03	2022-05-25	1
6513	2806	2022-04-21	2022-04-26	0
6513	5562	2022-04-29		
6514	4912	2022-05-09	2022-05-19	0
6514	5926	2022-05-19		
6514	6881	2022-04-15	2022-05-03	0
6515	3252	2022-05-20		
6516	3459	2022-04-26	2022-05-30	0
6516	6575	2022-06-13		
6519	107	2022-05-03	2022-06-03	1
6521	5834	2022-05-02	2022-05-05	1
6525	5347	2022-04-15	2022-04-22	1
6527	3840	2022-04-20	2022-05-19	1
6529	4169	2022-05-04	2022-05-12	0
6531	3336	2022-04-21	2022-05-10	1
6537	5312	2022-04-26	2022-06-07	1
6544	3168	2022-04-19	2022-04-28	1
6545	4400	2022-04-20	2022-04-25	1
6546	5736	2022-04-26		
6550	288	2022-04-18	2022-06-08	1
6553	6946	2022-06-07		
6554	2087	2022-04-21	2022-04-25	1
6556	3218	2022-05-04		
6558	4640	2022-04-29	2022-05-12	0
6560	4541	2022-05-18		
6561	3351	2022-06-10		
6561	3554	2022-04-18	2022-04-22	0
6562	2395	2022-04-15		
6563	103	2022-04-25		
6564	3632	2022-05-16		
6565	5967	2022-04-29		
6566	1355	2022-04-22	2022-05-02	1
6569	2444	2022-05-16	2022-06-01	0
6572	5957	2022-04-22		
6573	5080	2022-04-25	2022-05-30	0
6576	4111	2022-04-15		
6578	1361	2022-05-12	2022-05-17	1
6583	1276	2022-05-13	2022-05-23	0
6584	6859	2022-04-18	2022-05-10	1
6585	890	2022-04-22		
6586	4594	2022-04-26	2022-05-05	0
6587	6222	2022-06-02	2022-06-03	1
6588	429	2022-06-06		
6588	6677	2022-05-11	2022-06-03	0
6589	5228	2022-05-27	2022-06-08	1
6589	6007	2022-04-27	2022-05-24	0
6590	4646	2022-04-22	2022-04-25	0
6595	6687	2022-04-22	2022-05-17	1
6596	5453	2022-04-20	2022-06-06	1
6597	1832	2022-04-25	2022-06-10	0
6599	3886	2022-06-10		
6601	2389	2022-06-09	2022-06-10	0
6608	1551	2022-04-29	2022-05-09	1
6609	5039	2022-04-28		
6610	6939	2022-05-11		
6611	3289	2022-05-27	2022-06-10	0
6612	8	2022-04-15	2022-04-19	0
6612	2535	2022-05-18	2022-06-07	1
6612	6119	2022-04-25	2022-05-17	0
6614	6742	2022-05-04		
6616	2527	2022-04-25		
6618	5038	2022-04-20		
6622	6442	2022-04-27	2022-05-03	0
6622	6875	2022-05-05	2022-05-13	0
6623	594	2022-04-29	2022-05-30	1
6627	833	2022-04-26	2022-04-27	1
6628	4025	2022-05-06	2022-05-09	1
6629	6271	2022-04-21	2022-04-29	0
6630	1800	2022-04-15	2022-04-22	1
6634	6130	2022-04-21	2022-05-30	1
6638	5145	2022-04-29	2022-05-02	1
6639	689	2022-04-19		
6642	12	2022-05-18	2022-06-03	1
6643	371	2022-04-19	2022-04-22	1
6644	5211	2022-04-18	2022-05-24	1
6645	7319	2022-05-04		
